"50: Time (s)","50: Current (A)","50: Potential (V)","100: Time (s)","100: Current (A)","100: Potential (V)","150: Time (s)","150: Current (A)","150: Potential (V)","200: Time (s)","200: Current (A)","200: Potential (V)","250: Time (s)","250: Current (A)","250: Potential (V)","300: Time (s)","300: Current (A)","300: Potential (V)","350: Time (s)","350: Current (A)","350: Potential (V)","400: Time (s)","400: Current (A)","400: Potential (V)","450: Time (s)","450: Current (A)","450: Potential (V)","500: Time (s)","500: Current (A)","500: Potential (V)","550: Time (s)","550: Current (A)","550: Potential (V)","600: Time (s)","600: Current (A)","600: Potential (V)","650: Time (s)","650: Current (A)","650: Potential (V)","700: Time (s)","700: Current (A)","700: Potential (V)","750: Time (s)","750: Current (A)","750: Potential (V)","800: Time (s)","800: Current (A)","800: Potential (V)","850: Time (s)","850: Current (A)","850: Potential (V)","900: Time (s)","900: Current (A)","900: Potential (V)","950: Time (s)","950: Current (A)","950: Potential (V)","1000: Time (s)","1000: Current (A)","1000: Potential (V)","1050: Time (s)","1050: Current (A)","1050: Potential (V)","1100: Time (s)","1100: Current (A)","1100: Potential (V)","1150: Time (s)","1150: Current (A)","1150: Potential (V)","1200: Time (s)","1200: Current (A)","1200: Potential (V)","1250: Time (s)","1250: Current (A)","1250: Potential (V)","1300: Time (s)","1300: Current (A)","1300: Potential (V)"
0.0046,0.0186157226562,-0.0202178955078,0.0046,-0.0010871887207,-0.0324249267578,0.0046,0.0319480895996,-0.0293731689453,0.0046,-0.0347137451172,-0.0202178955078,0.0046,0.0271034240723,-0.0173568725586,0.0046,0.00923156738281,-0.0202178955078,0.0046,0.0468063354492,-0.0143051147461,0.0046,-0.0495719909668,-0.00820159912109,0.0046,-0.0216865539551,-0.0173568725586,0.0046,0.0228691101074,-0.00514984130859,0.0046,0.0610542297363,-0.0354766845703,0.0046,-0.0144195556641,-0.00820159912109,0.0046,0.101356506348,-0.0324249267578,0.0046,-0.0122833251953,-0.0293731689453,0.0046,-0.0198745727539,-0.0293731689453,0.0046,-0.0701713562012,-0.0173568725586,0.0046,-0.10835647583,-0.0202178955078,0.0046,-0.0935173034668,0.0129699707031,0.0046,-0.0835037231445,-0.0143051147461,0.0046,0.0292205810547,0.0129699707031,0.0046,-0.0298690795898,-0.0112533569336,0.0046,-0.0616836547852,-0.00209808349609,0.0046,-0.067138671875,-0.0293731689453,0.0046,-0.068359375,0.000953674316406,0.0046,-0.0277519226074,-0.00209808349609,0.0046,-0.0104713439941,-0.0202178955078
0.0047,0.0164985656738,-0.0202178955078,0.0047,-0.000476837158203,-0.0293731689453,0.0047,0.0328636169434,-0.0293731689453,0.0047,-0.0374412536621,-0.0232696533203,0.0047,0.0261878967285,-0.0143051147461,0.0047,0.018310546875,-0.0232696533203,0.0047,0.0561904907227,-0.0173568725586,0.0047,-0.0350189208984,-0.00820159912109,0.0047,-0.042896270752,-0.0143051147461,0.0047,-0.0037956237793,0.000953674316406,0.0047,0.0243759155273,-0.0293731689453,0.0047,-0.0510787963867,-0.00209808349609,0.0047,0.0937843322754,-0.0354766845703,0.0047,0.0349807739258,-0.0354766845703,0.0047,0.0307464599609,-0.0324249267578,0.0047,-0.10290145874,-0.0143051147461,0.0047,-0.0798797607422,-0.0263214111328,0.0047,-0.103511810303,0.0129699707031,0.0047,-0.0741195678711,-0.0143051147461,0.0047,-0.0268363952637,0.0190734863281,0.0047,-0.0692558288574,-0.0112533569336,0.0047,-0.0153160095215,-0.00514984130859,0.0047,-0.0250244140625,-0.0324249267578,0.0047,-0.0192642211914,-0.00514984130859,0.0047,0.0277137756348,-0.00514984130859,0.0047,0.0395393371582,-0.0173568725586
0.0048,0.018310546875,-0.0143051147461,0.0048,0.000133514404297,-0.0293731689453,0.0048,0.0337791442871,-0.0354766845703,0.0048,-0.0404739379883,-0.0202178955078,0.0048,0.0249862670898,-0.0173568725586,0.0048,0.0277137756348,-0.0232696533203,0.0048,0.0643730163574,-0.0173568725586,0.0048,-0.0144195556641,-0.0112533569336,0.0048,-0.0601768493652,-0.0112533569336,0.0048,-0.032901763916,0.00400543212891,0.0048,-0.00652313232422,-0.0263214111328,0.0048,-0.0771522521973,-0.00209808349609,0.0048,0.0695419311523,-0.0293731689453,0.0048,0.0783157348633,-0.0385284423828,0.0048,0.0740814208984,-0.0324249267578,0.0048,-0.113506317139,-0.0173568725586,0.0048,-0.0374412536621,-0.0293731689453,0.0048,-0.082893371582,0.00400543212891,0.0048,-0.0344085693359,-0.0263214111328,0.0048,-0.0786590576172,0.0160217285156,0.0048,-0.0750160217285,-0.0143051147461,0.0048,0.042552947998,-0.00514984130859,0.0048,0.0316429138184,-0.0354766845703,0.0048,0.0340843200684,-0.00514984130859,0.0048,0.0631713867188,0.000953674316406,0.0048,0.0574111938477,-0.0143051147461
0.0049,0.0180053710938,-0.0202178955078,0.0049,0.000438690185547,-0.0293731689453,0.0049,0.0331687927246,-0.0293731689453,0.0049,-0.0425910949707,-0.0232696533203,0.0049,0.0222587585449,-0.0173568725586,0.0049,0.0362014770508,-0.0293731689453,0.0049,0.0689315795898,-0.0143051147461,0.0049,0.00467300415039,-0.0112533569336,0.0049,-0.0722885131836,-0.0112533569336,0.0049,-0.0592613220215,0.00400543212891,0.0049,-0.0404739379883,-0.0263214111328,0.0049,-0.0916862487793,-0.00209808349609,0.0049,0.0340843200684,-0.0263214111328,0.0049,0.107116699219,-0.0385284423828,0.0049,0.100135803223,-0.0385284423828,0.0049,-0.0989723205566,-0.0202178955078,0.0049,0.0171089172363,-0.0354766845703,0.0049,-0.0359344482422,-0.00209808349609,0.0049,0.0189208984375,-0.0293731689453,0.0049,-0.10290145874,0.0129699707031,0.0049,-0.0447082519531,-0.0263214111328,0.0049,0.0852966308594,-0.0112533569336,0.0049,0.0740814208984,-0.0293731689453,0.0049,0.0643730163574,-0.00209808349609,0.0049,0.0561904907227,0.0129699707031,0.0049,0.0310516357422,-0.00514984130859
0.005,0.0174140930176,-0.0202178955078,0.005,0.000743865966797,-0.0293731689453,0.005,0.0343704223633,-0.0293731689453,0.005,-0.0444221496582,-0.0202178955078,0.005,0.0189208984375,-0.0143051147461,0.005,0.042552947998,-0.0263214111328,0.005,0.0722694396973,-0.0173568725586,0.005,0.0228691101074,-0.0143051147461,0.005,-0.0795745849609,-0.00514984130859,0.005,-0.0801658630371,0.00991821289062,0.005,-0.0668334960938,-0.0202178955078,0.005,-0.0929069519043,0.00400543212891,0.005,-0.00713348388672,-0.0232696533203,0.005,0.119228363037,-0.0385284423828,0.005,0.102863311768,-0.0354766845703,0.005,-0.0601768493652,-0.0232696533203,0.005,0.0649833679199,-0.0324249267578,0.005,0.0201416015625,-0.00514984130859,0.005,0.071964263916,-0.0263214111328,0.005,-0.0929069519043,0.00400543212891,0.005,0.00862121582031,-0.0293731689453,0.005,0.0928688049316,0.000953674316406,0.005,0.079231262207,-0.0202178955078,0.005,0.0513458251953,0.00991821289062,0.005,0.0140762329102,0.0190734863281,0.005,-0.0216865539551,-0.00209808349609
0.0051,0.0174140930176,-0.0202178955078,0.0051,0.000133514404297,-0.0293731689453,0.0051,0.0343704223633,-0.0293731689453,0.0051,-0.0456237792969,-0.0202178955078,0.0051,0.0152778625488,-0.0143051147461,0.0051,0.0480079650879,-0.0293731689453,0.0051,0.0728607177734,-0.0173568725586,0.0051,0.039234161377,-0.0173568725586,0.0051,-0.0813865661621,-0.00209808349609,0.0051,-0.0922966003418,0.00991821289062,0.0051,-0.0847244262695,-0.0173568725586,0.0051,-0.0759315490723,-0.00209808349609,0.0051,-0.0495719909668,-0.0202178955078,0.0051,0.109233856201,-0.0354766845703,0.0051,0.0837707519531,-0.0293731689453,0.0051,-0.00865936279297,-0.0293731689453,0.0051,0.0931739807129,-0.0324249267578,0.0051,0.070743560791,-0.00820159912109,0.0051,0.103778839111,-0.0293731689453,0.0051,-0.0528907775879,0.000953674316406,0.0051,0.0625610351562,-0.0293731689453,0.0051,0.0634765625,0.00686645507812,0.0051,0.0483131408691,-0.0143051147461,0.0051,0.00619888305664,0.0160217285156,0.0051,-0.0416946411133,0.0190734863281,0.0051,-0.0686645507812,-0.00514984130859
0.0052,0.0168037414551,-0.0202178955078,0.0052,0.00164031982422,-0.0293731689453,0.0052,0.0340843200684,-0.0293731689453,0.0052,-0.0462341308594,-0.0202178955078,0.0052,0.0101280212402,-0.0143051147461,0.0052,0.0522613525391,-0.0293731689453,0.0052,0.0713539123535,-0.0143051147461,0.0052,0.0513458251953,-0.0173568725586,0.0052,-0.0774383544922,-0.00514984130859,0.0052,-0.0983619689941,0.00991821289062,0.0052,-0.0907897949219,-0.0173568725586,0.0052,-0.0489616394043,-0.00209808349609,0.0052,-0.0831985473633,-0.0173568725586,0.0052,0.0816535949707,-0.0293731689453,0.0052,0.0455856323242,-0.0263214111328,0.0052,0.0431632995605,-0.0324249267578,0.0052,0.0934791564941,-0.0293731689453,0.0052,0.0983238220215,-0.00514984130859,0.0052,0.103168487549,-0.0202178955078,0.0052,0.00408172607422,-0.00209808349609,0.0052,0.0943756103516,-0.0293731689453,0.0052,0.00982284545898,0.00686645507812,0.0052,-0.00835418701172,-0.0112533569336,0.0052,-0.0492668151855,0.0160217285156,0.0052,-0.0759315490723,0.0160217285156,0.0052,-0.0807762145996,-0.0112533569336
0.0053,0.0161933898926,-0.0232696533203,0.0053,0.00225067138672,-0.0293731689453,0.0053,0.0334739685059,-0.0293731689453,0.0053,-0.0465393066406,-0.0202178955078,0.0053,0.00528335571289,-0.0112533569336,0.0053,0.053768157959,-0.0293731689453,0.0053,0.0668144226074,-0.0202178955078,0.0053,0.0595283508301,-0.0173568725586,0.0053,-0.0692558288574,-0.00209808349609,0.0053,-0.0959396362305,0.0129699707031,0.0053,-0.085620880127,-0.0143051147461,0.0053,-0.0131988525391,-0.00209808349609,0.0053,-0.103816986084,-0.0173568725586,0.0053,0.0401306152344,-0.0293731689453,0.0053,-0.00259399414062,-0.0232696533203,0.0053,0.083179473877,-0.0324249267578,0.0053,0.0649833679199,-0.0202178955078,0.0053,0.0949859619141,-0.00209808349609,0.0053,0.0695419311523,-0.0143051147461,0.0053,0.054988861084,-0.00209808349609,0.0053,0.090446472168,-0.0263214111328,0.0053,-0.0435066223145,0.00991821289062,0.0053,-0.0595664978027,-0.0143051147461,0.0053,-0.085334777832,0.00991821289062,0.0053,-0.0689697265625,0.000953674316406,0.0053,-0.0489616394043,-0.0173568725586
0.0054,0.0161933898926,-0.0202178955078,0.0054,0.00286102294922,-0.0293731689453,0.0054,0.0322532653809,-0.0324249267578,0.0054,-0.0453186035156,-0.0202178955078,0.0054,-0.0010871887207,-0.0112533569336,0.0054,0.0528717041016,-0.0354766845703,0.0054,0.0598335266113,-0.0143051147461,0.0054,0.0628662109375,-0.0232696533203,0.0054,-0.0565338134766,-0.00209808349609,0.0054,-0.0862312316895,0.00991821289062,0.0054,-0.0692558288574,-0.0143051147461,0.0054,0.0259017944336,-0.0112533569336,0.0054,-0.107154846191,-0.0173568725586,0.0054,-0.00835418701172,-0.0232696533203,0.0054,-0.0507736206055,-0.0202178955078,0.0054,0.100135803223,-0.0293731689453,0.0054,0.0158882141113,-0.0143051147461,0.0054,0.0613594055176,0.00400543212891,0.0054,0.0189208984375,-0.0143051147461,0.0054,0.0789260864258,0.000953674316406,0.0054,0.0522613525391,-0.0202178955078,0.0054,-0.0716972351074,0.00686645507812,0.0054,-0.0807762145996,-0.0143051147461,0.0054,-0.0807762145996,0.00400543212891,0.0054,-0.0250244140625,-0.00209808349609,0.0054,0.00589370727539,-0.0173568725586
0.0055,0.0155830383301,-0.0232696533203,0.0055,0.00347137451172,-0.0293731689453,0.0055,0.0310516357422,-0.0293731689453,0.0055,-0.0450134277344,-0.0173568725586,0.0055,-0.00925064086914,-0.0112533569336,0.0055,0.0534629821777,-0.0354766845703,0.0055,0.0486183166504,-0.0143051147461,0.0055,0.0613594055176,-0.0173568725586,0.0055,-0.0392532348633,-0.00514984130859,0.0055,-0.0692558288574,0.00991821289062,0.0055,-0.0477409362793,-0.0173568725586,0.0055,0.0631713867188,-0.00820159912109,0.0055,-0.0935173034668,-0.0202178955078,0.0055,-0.0528907775879,-0.0202178955078,0.0055,-0.0901794433594,-0.0202178955078,0.0055,0.0910568237305,-0.0293731689453,0.0055,-0.040168762207,-0.00820159912109,0.0055,0.00982284545898,0.00991821289062,0.0055,-0.0374412536621,-0.00514984130859,0.0055,0.0713539123535,0.00400543212891,0.0055,-0.0056266784668,-0.0173568725586,0.0055,-0.0619888305664,-0.00514984130859,0.0055,-0.0601768493652,-0.0202178955078,0.0055,-0.0386619567871,-0.00209808349609,0.0055,0.0310516357422,-0.00514984130859,0.0055,0.0486183166504,-0.0143051147461
0.0056,0.0149917602539,-0.0232696533203,0.0056,0.00377655029297,-0.0324249267578,0.0056,0.0295257568359,-0.0324249267578,0.0056,-0.0416946411133,-0.0173568725586,0.0056,-0.0141143798828,-0.00514984130859,0.0056,0.0498390197754,-0.0354766845703,0.0056,0.0370979309082,-0.0143051147461,0.0056,0.0552940368652,-0.0173568725586,0.0056,-0.0192642211914,-0.00514984130859,0.0056,-0.0489616394043,0.00686645507812,0.0056,-0.0150108337402,-0.0202178955078,0.0056,0.0934791564941,-0.0112533569336,0.0056,-0.0638008117676,-0.0202178955078,0.0056,-0.085620880127,-0.0263214111328,0.0056,-0.107746124268,-0.0173568725586,0.0056,0.0571060180664,-0.0232696533203,0.0056,-0.0874519348145,-0.00514984130859,0.0056,-0.0450134277344,0.00991821289062,0.0056,-0.0750160217285,-0.00514984130859,0.0056,0.0310516357422,0.0129699707031,0.0056,-0.0556182861328,-0.0202178955078,0.0056,-0.0183486938477,-0.00514984130859,0.0056,-0.00955581665039,-0.0263214111328,0.0056,0.0164985656738,-0.00514984130859,0.0056,0.0668144226074,-0.00209808349609,0.0056,0.0534629821777,-0.00514984130859
0.0057,0.0131607055664,-0.0263214111328,0.0057,0.00408172607422,-0.0324249267578,0.0057,0.0274085998535,-0.0324249267578,0.0057,-0.0374412536621,-0.0173568725586,0.0057,-0.0198745727539,-0.00514984130859,0.0057,0.044994354248,-0.0354766845703,0.0057,0.0231742858887,-0.0112533569336,0.0057,0.0431632995605,-0.0202178955078,0.0057,0.00316619873047,-0.00820159912109,0.0057,-0.0201606750488,0.00400543212891,0.0057,0.0180053710938,-0.0202178955078,0.0057,0.110454559326,-0.0112533569336,0.0057,-0.0234985351562,-0.0263214111328,0.0057,-0.0992584228516,-0.0202178955078,0.0057,-0.101985931396,-0.0232696533203,0.0057,0.0104331970215,-0.0202178955078,0.0057,-0.112895965576,-0.00514984130859,0.0057,-0.0865364074707,0.00991821289062,0.0057,-0.085334777832,-0.0143051147461,0.0057,-0.0253295898438,0.0160217285156,0.0057,-0.0807762145996,-0.0232696533203,0.0057,0.039234161377,-0.0143051147461,0.0057,0.0458908081055,-0.0263214111328,0.0057,0.0568008422852,-0.00209808349609,0.0057,0.0607490539551,0.00686645507812,0.0057,0.0161933898926,0.000953674316406
0.0058,0.0140762329102,-0.0263214111328,0.0058,0.00408172607422,-0.0293731689453,0.0058,0.0259017944336,-0.0324249267578,0.0058,-0.0337982177734,-0.0173568725586,0.0058,-0.0262260437012,-0.00209808349609,0.0058,0.0383186340332,-0.0354766845703,0.0058,0.00801086425781,-0.00820159912109,0.0058,0.0307464599609,-0.0143051147461,0.0058,0.0243759155273,-0.00820159912109,0.0058,0.00770568847656,0.000953674316406,0.0058,0.0504493713379,-0.0232696533203,0.0058,0.11438369751,-0.0112533569336,0.0058,0.0207328796387,-0.0324249267578,0.0058,-0.0929069519043,-0.0232696533203,0.0058,-0.0741195678711,-0.0293731689453,0.0058,-0.0422859191895,-0.0143051147461,0.0058,-0.108661651611,-0.0112533569336,0.0058,-0.0992584228516,0.00686645507812,0.0058,-0.0607872009277,-0.0143051147461,0.0058,-0.0750160217285,0.0160217285156,0.0058,-0.0674438476562,-0.0324249267578,0.0058,0.0837707519531,-0.0143051147461,0.0058,0.0789260864258,-0.0232696533203,0.0058,0.0598335266113,0.00686645507812,0.0058,0.0174140930176,0.0190734863281,0.0058,-0.0386619567871,0.00400543212891
0.0059,0.0137710571289,-0.0293731689453,0.0059,0.00497817993164,-0.0293731689453,0.0059,0.0225639343262,-0.0293731689453,0.0059,-0.0295639038086,-0.0173568725586,0.0059,-0.0307846069336,-0.00209808349609,0.0059,0.0301361083984,-0.0354766845703,0.0059,-0.00774383544922,-0.00514984130859,0.0059,0.0146865844727,-0.0143051147461,0.0059,0.044994354248,-0.00514984130859,0.0059,0.0349807739258,0.000953674316406,0.0059,0.0777244567871,-0.0293731689453,0.0059,0.104084014893,-0.0112533569336,0.0059,0.0610542297363,-0.0293731689453,0.0059,-0.0668334960938,-0.0293731689453,0.0059,-0.0301742553711,-0.0293731689453,0.0059,-0.0850296020508,-0.0143051147461,0.0059,-0.0792694091797,-0.0143051147461,0.0059,-0.0807762145996,0.000953674316406,0.0059,-0.0119781494141,-0.0173568725586,0.0059,-0.100784301758,0.0160217285156,0.0059,-0.0228881835938,-0.0354766845703,0.0059,0.0952911376953,-0.00514984130859,0.0059,0.071964263916,-0.0143051147461,0.0059,0.0231742858887,0.0129699707031,0.0059,-0.0392532348633,0.0129699707031,0.0059,-0.0765419006348,0.000953674316406
0.006,0.0134658813477,-0.0293731689453,0.006,0.00497817993164,-0.0293731689453,0.006,0.0210380554199,-0.0293731689453,0.006,-0.0247192382812,-0.0173568725586,0.006,-0.0356292724609,0.000953674316406,0.006,0.0210380554199,-0.0354766845703,0.006,-0.0222969055176,-0.00209808349609,0.006,-0.00410079956055,-0.0143051147461,0.006,0.0607490539551,-0.0112533569336,0.006,0.0577163696289,-0.00209808349609,0.006,0.0955963134766,-0.0232696533203,0.006,0.0786209106445,-0.00820159912109,0.006,0.0910568237305,-0.0354766845703,0.006,-0.0274467468262,-0.0293731689453,0.006,0.0216484069824,-0.0354766845703,0.006,-0.107440948486,-0.0143051147461,0.006,-0.0301742553711,-0.0202178955078,0.006,-0.0371360778809,-0.00514984130859,0.006,0.0443840026855,-0.0263214111328,0.006,-0.0907897949219,0.00686645507812,0.006,0.0334739685059,-0.0385284423828,0.006,0.0683212280273,-0.00209808349609,0.006,0.028018951416,-0.00820159912109,0.006,-0.0337982177734,0.0190734863281,0.006,-0.0732040405273,0.00686645507812,0.006,-0.0735092163086,-0.00514984130859
0.0061,0.0128555297852,-0.0293731689453,0.0061,0.00408172607422,-0.0293731689453,0.0061,0.01953125,-0.0324249267578,0.0061,-0.0201606750488,-0.0143051147461,0.0061,-0.0407791137695,0.000953674316406,0.0061,0.011043548584,-0.0354766845703,0.0061,-0.0337982177734,-0.00209808349609,0.0061,-0.0226020812988,-0.00820159912109,0.0061,0.0704383850098,-0.0143051147461,0.0061,0.0728607177734,-0.00514984130859,0.0061,0.102272033691,-0.0263214111328,0.0061,0.046501159668,-0.00209808349609,0.0061,0.105590820312,-0.0354766845703,0.0061,0.018310546875,-0.0324249267578,0.0061,0.0683212280273,-0.0354766845703,0.0061,-0.104713439941,-0.0143051147461,0.0061,0.0237655639648,-0.0263214111328,0.0061,0.0213432312012,-0.0112533569336,0.0061,0.0886344909668,-0.0232696533203,0.0061,-0.0489616394043,-0.00209808349609,0.0061,0.0798416137695,-0.0415802001953,0.0061,0.0161933898926,0.00400543212891,0.0061,-0.0289535522461,-0.00514984130859,0.0061,-0.0771522521973,0.0129699707031,0.0061,-0.0662422180176,-0.00209808349609,0.0061,-0.0319862365723,-0.0112533569336
0.0062,0.012264251709,-0.0324249267578,0.0062,0.00589370727539,-0.0354766845703,0.0062,0.0168037414551,-0.0293731689453,0.0062,-0.0156211853027,-0.0173568725586,0.0062,-0.044116973877,0.000953674316406,0.0062,0.00104904174805,-0.0293731689453,0.0062,-0.044116973877,-0.00209808349609,0.0062,-0.0407791137695,-0.0112533569336,0.0062,0.0743865966797,-0.0112533569336,0.0062,0.080738067627,-0.00820159912109,0.0062,0.0980186462402,-0.0293731689453,0.0062,0.00709533691406,-0.00209808349609,0.0062,0.10347366333,-0.0354766845703,0.0062,0.0631713867188,-0.0385284423828,0.0062,0.100746154785,-0.0354766845703,0.0062,-0.0753211975098,-0.0202178955078,0.0062,0.0689315795898,-0.0202178955078,0.0062,0.0728607177734,-0.0143051147461,0.0062,0.105895996094,-0.0173568725586,0.0062,0.00770568847656,-0.00209808349609,0.0062,0.0940895080566,-0.0354766845703,0.0062,-0.0377464294434,0.00686645507812,0.0062,-0.0741195678711,-0.00514984130859,0.0062,-0.0871467590332,0.00686645507812,0.0062,-0.0222969055176,-0.0112533569336,0.0062,0.0222587585449,-0.0112533569336
0.0063,0.0116539001465,-0.0293731689453,0.0063,0.00589370727539,-0.0324249267578,0.0063,0.0146865844727,-0.0324249267578,0.0063,-0.0104713439941,-0.0173568725586,0.0063,-0.047435760498,0.00400543212891,0.0063,-0.00865936279297,-0.0324249267578,0.0063,-0.0495719909668,0.00400543212891,0.0063,-0.0565338134766,-0.00514984130859,0.0063,0.0710487365723,-0.0143051147461,0.0063,0.0789260864258,-0.00820159912109,0.0063,0.081958770752,-0.0232696533203,0.0063,-0.0325965881348,0.000953674316406,0.0063,0.0859069824219,-0.0324249267578,0.0063,0.0971031188965,-0.0354766845703,0.0063,0.111351013184,-0.0385284423828,0.0063,-0.0286483764648,-0.0232696533203,0.0063,0.0916481018066,-0.0232696533203,0.0063,0.102558135986,-0.0143051147461,0.0063,0.0874137878418,-0.0143051147461,0.0063,0.0583267211914,-0.00514984130859,0.0063,0.071964263916,-0.0293731689453,0.0063,-0.0692558288574,-0.00209808349609,0.0063,-0.0835037231445,-0.0143051147461,0.0063,-0.0559234619141,-0.00514984130859,0.0063,0.0331687927246,-0.0143051147461,0.0063,0.054988861084,-0.00209808349609
0.0064,0.0107383728027,-0.0293731689453,0.0064,0.00650405883789,-0.0293731689453,0.0064,0.0125503540039,-0.0324249267578,0.0064,-0.00652313232422,-0.0143051147461,0.0064,-0.0504684448242,0.00686645507812,0.0064,-0.0198745727539,-0.0293731689453,0.0064,-0.0522994995117,0.000953674316406,0.0064,-0.068359375,-0.00209808349609,0.0064,0.0613594055176,-0.0112533569336,0.0064,0.0677108764648,-0.00820159912109,0.0064,0.0555992126465,-0.0202178955078,0.0064,-0.0653266906738,0.00686645507812,0.0064,0.0543785095215,-0.0354766845703,0.0064,0.112571716309,-0.0385284423828,0.0064,0.098934173584,-0.0354766845703,0.0064,0.0246810913086,-0.0263214111328,0.0064,0.0859069824219,-0.0143051147461,0.0064,0.102272033691,-0.0112533569336,0.0064,0.045280456543,-0.00209808349609,0.0064,0.0825691223145,-0.00209808349609,0.0064,0.0216484069824,-0.0263214111328,0.0064,-0.0635147094727,-0.0112533569336,0.0064,-0.052604675293,-0.0173568725586,0.0064,-0.00167846679688,-0.00514984130859,0.0064,0.0692367553711,-0.0112533569336,0.0064,0.0461959838867,0.00400543212891
0.0065,0.00982284545898,-0.0324249267578,0.0065,0.00650405883789,-0.0293731689453,0.0065,0.0101280212402,-0.0293731689453,0.0065,-0.00320434570312,-0.0173568725586,0.0065,-0.0528907775879,0.00686645507812,0.0065,-0.0253295898438,-0.0293731689453,0.0065,-0.0541114807129,0.00400543212891,0.0065,-0.0774383544922,-0.00209808349609,0.0065,0.0461959838867,-0.00820159912109,0.0065,0.0495338439941,-0.00820159912109,0.0065,0.0210380554199,-0.0202178955078,0.0065,-0.0877571105957,0.00400543212891,0.0065,0.0137710571289,-0.0263214111328,0.0065,0.108318328857,-0.0385284423828,0.0065,0.0649833679199,-0.0293731689453,0.0065,0.0722694396973,-0.0293731689453,0.0065,0.0528717041016,-0.00820159912109,0.0065,0.0716590881348,-0.00514984130859,0.0065,-0.0116920471191,0.000953674316406,0.0065,0.0740814208984,0.00686645507812,0.0065,-0.0368309020996,-0.0202178955078,0.0065,-0.0226020812988,-0.0143051147461,0.0065,0.00255584716797,-0.0202178955078,0.0065,0.0468063354492,-0.00209808349609,0.0065,0.0628662109375,-0.00209808349609,0.0065,0.000438690185547,0.00991821289062
0.0066,0.00923156738281,-0.0324249267578,0.0066,0.00650405883789,-0.0293731689453,0.0066,0.00770568847656,-0.0293731689453,0.0066,0.00164031982422,-0.0143051147461,0.0066,-0.0528907775879,0.00686645507812,0.0066,-0.0313758850098,-0.0263214111328,0.0066,-0.0492668151855,0.00400543212891,0.0066,-0.0831985473633,0.000953674316406,0.0066,0.0252914428711,-0.00514984130859,0.0066,0.0222587585449,-0.00820159912109,0.0066,-0.0110816955566,-0.0143051147461,0.0066,-0.0956344604492,0.00686645507812,0.0066,-0.0274467468262,-0.0232696533203,0.0066,0.0843811035156,-0.0354766845703,0.0066,0.0210380554199,-0.0293731689453,0.0066,0.0992393493652,-0.0263214111328,0.0066,0.00194549560547,-0.00514984130859,0.0066,0.0210380554199,0.000953674316406,0.0066,-0.0619888305664,0.000953674316406,0.0066,0.0331687927246,0.00991821289062,0.0066,-0.0762367248535,-0.0232696533203,0.0066,0.0340843200684,-0.0202178955078,0.0066,0.0540733337402,-0.0232696533203,0.0066,0.0634765625,0.00686645507812,0.0066,0.0192260742188,0.00991821289062,0.0066,-0.0531959533691,0.00991821289062
0.0067,0.00709533691406,-0.0324249267578,0.0067,0.00709533691406,-0.0293731689453,0.0067,0.00558853149414,-0.0293731689453,0.0067,0.00528335571289,-0.0143051147461,0.0067,-0.0531959533691,0.00686645507812,0.0067,-0.0365257263184,-0.0232696533203,0.0067,-0.0444221496582,0.00400543212891,0.0067,-0.085620880127,0.00400543212891,0.0067,0.00164031982422,-0.00209808349609,0.0067,-0.00471115112305,-0.00514984130859,0.0067,-0.044116973877,-0.0143051147461,0.0067,-0.0895690917969,0.00686645507812,0.0067,-0.0650215148926,-0.0202178955078,0.0067,0.045280456543,-0.0293731689453,0.0067,-0.0286483764648,-0.0202178955078,0.0067,0.103778839111,-0.0232696533203,0.0067,-0.0541114807129,0.000953674316406,0.0067,-0.0371360778809,0.000953674316406,0.0067,-0.0877571105957,0.000953674316406,0.0067,-0.0226020812988,0.0129699707031,0.0067,-0.0835037231445,-0.0293731689453,0.0067,0.0810432434082,-0.0202178955078,0.0067,0.0761985778809,-0.0173568725586,0.0067,0.0395393371582,0.0129699707031,0.0067,-0.0353240966797,0.00686645507812,0.0067,-0.0807762145996,0.00686645507812
0.0068,0.00801086425781,-0.0324249267578,0.0068,0.00650405883789,-0.0293731689453,0.0068,0.00347137451172,-0.0293731689453,0.0068,0.00862121582031,-0.0173568725586,0.0068,-0.0519943237305,0.00686645507812,0.0068,-0.0410842895508,-0.0263214111328,0.0068,-0.0368309020996,0.00400543212891,0.0068,-0.0804710388184,0.00400543212891,0.0068,-0.0226020812988,-0.00209808349609,0.0068,-0.0337982177734,-0.00514984130859,0.0068,-0.0701713562012,-0.00820159912109,0.0068,-0.0698661804199,0.00400543212891,0.0068,-0.0916862487793,-0.0173568725586,0.0068,-0.00259399414062,-0.0263214111328,0.0068,-0.0710868835449,-0.0202178955078,0.0068,0.081958770752,-0.0173568725586,0.0068,-0.0959396362305,0.00400543212891,0.0068,-0.0777435302734,0.00400543212891,0.0068,-0.0777435302734,-0.00209808349609,0.0068,-0.0732040405273,0.0160217285156,0.0068,-0.0531959533691,-0.0354766845703,0.0068,0.0959014892578,-0.0143051147461,0.0068,0.0586318969727,-0.0112533569336,0.0068,-0.0128936767578,0.0160217285156,0.0068,-0.0707817077637,-0.00209808349609,0.0068,-0.0629043579102,-0.00209808349609
