"100hz: Time (s)","100hz: Current (A)","100hz: Potential (V)","250hz: Time (s)","250hz: Current (A)","250hz: Potential (V)","400hz: Time (s)","400hz: Current (A)","400hz: Potential (V)","550hz: Time (s)","550hz: Current (A)","550hz: Potential (V)","700hz: Time (s)","700hz: Current (A)","700hz: Potential (V)","850hz: Time (s)","850hz: Current (A)","850hz: Potential (V)","1000hz: Time (s)","1000hz: Current (A)","1000hz: Potential (V)"
0.1167,0.0791168212891,1.46102905273,0.1167,0.116233825684,1.49765014648,0.1167,-0.0325012207031,-1.74179077148,0.1167,-0.0273323059082,-1.89666748047,0.1167,-0.0775146484375,-0.729751586914,0.1167,0.0350189208984,1.94129943848,0.1167,-0.0601768493652,-1.05800628662
0.1168,0.0845909118652,1.52187347412,0.1168,0.11137008667,1.30920410156,0.1168,-0.0559234619141,-1.92413330078,0.1168,-0.0547027587891,-2.03647613525,0.1168,-0.0647354125977,0.13313293457,0.1168,0.0566101074219,1.46408081055,0.1168,-0.0562286376953,0.0844955444336
0.1169,0.0903701782227,1.59168243408,0.1169,0.104370117188,1.06906890869,0.1169,-0.0753784179688,-2.00614929199,0.1169,-0.0747871398926,-1.93309783936,0.1169,-0.0404167175293,0.962829589844,0.1169,0.0617790222168,0.576782226562,0.1169,-0.0315856933594,1.24835968018
0.117,0.0955390930176,1.65252685547,0.117,0.0952339172363,0.807762145996,0.117,-0.0921058654785,-1.95446014404,0.117,-0.0884628295898,-1.62315368652,0.117,-0.00877380371094,1.60999298096,0.117,0.048713684082,-0.486755371094,0.117,0.00339508056641,1.91383361816
0.1171,0.100727081299,1.70116424561,0.1171,0.0833892822266,0.525093078613,0.1171,-0.101852416992,-1.79042816162,0.1171,-0.0912094116211,-1.10969543457,0.1171,0.0231552124023,1.9229888916,0.1171,0.0207328796387,-1.43184661865,0.1171,0.0353240966797,1.83792114258
0.1172,0.104675292969,1.74369812012,0.1172,0.0693893432617,0.227355957031,0.1172,-0.1051902771,-1.50775909424,0.1172,-0.0835990905762,-0.483703613281,0.1172,0.0505256652832,1.88045501709,0.1172,-0.0139427185059,-1.99089050293,0.1172,0.0532722473145,1.03874206543
0.1173,0.10892868042,1.78623199463,0.1173,0.053882598877,-0.0734329223633,0.1173,-0.103073120117,-1.14002227783,0.1173,-0.0656509399414,0.193977355957,0.1173,0.067253112793,1.46102905273,0.1173,-0.045280456543,-2.00309753418,0.1173,0.0493240356445,-0.170707702637
0.1174,0.11287689209,1.81045532227,0.1174,0.0368499755859,-0.365257263184,0.1174,-0.0942420959473,-0.702476501465,0.1174,-0.0413131713867,0.859451293945,0.1174,0.070915222168,0.753021240234,0.1174,-0.0647354125977,-1.46522521973,0.1174,0.0252914428711,-1.34372711182
0.1175,0.116539001465,1.83792114258,0.1175,0.0195121765137,-0.656890869141,0.1175,-0.0799560546875,-0.225448608398,0.1175,-0.0127220153809,1.39122009277,0.1175,0.0602722167969,-0.100898742676,0.1175,-0.0674819946289,-0.53539276123,0.1175,-0.00938415527344,-2.01511383057
0.1176,0.119571685791,1.85317993164,0.1176,0.00125885009766,-0.936508178711,0.1176,-0.0601768493652,0.257682800293,0.1176,0.0170707702637,1.7650604248,0.1176,0.0371551513672,-0.954627990723,0.1176,-0.0525665283203,0.522041320801,0.1176,-0.0422286987305,-1.92699432373
