"10_1: Time (s)","10_1: Force (N)","10_1: GateState","10_1: Distance (m)","10_1: Velocity (m/s)","10_1: Acceleration (m/s²)","10_2: Time (s)","10_2: Force (N)","10_2: GateState","10_2: Distance (m)","10_2: Velocity (m/s)","10_2: Acceleration (m/s²)","10_3: Time (s)","10_3: Force (N)","10_3: GateState","10_3: Distance (m)","10_3: Velocity (m/s)","10_3: Acceleration (m/s²)","10_4: Time (s)","10_4: Force (N)","10_4: GateState","10_4: Distance (m)","10_4: Velocity (m/s)","10_4: Acceleration (m/s²)","20_1: Time (s)","20_1: Force (N)","20_1: GateState","20_1: Distance (m)","20_1: Velocity (m/s)","20_1: Acceleration (m/s²)","20_2: Time (s)","20_2: Force (N)","20_2: GateState","20_2: Distance (m)","20_2: Velocity (m/s)","20_2: Acceleration (m/s²)","20_3: Time (s)","20_3: Force (N)","20_3: GateState","20_3: Distance (m)","20_3: Velocity (m/s)","20_3: Acceleration (m/s²)","20_4: Time (s)","20_4: Force (N)","20_4: GateState","20_4: Distance (m)","20_4: Velocity (m/s)","20_4: Acceleration (m/s²)","30_1: Time (s)","30_1: Force (N)","30_1: GateState","30_1: Distance (m)","30_1: Velocity (m/s)","30_1: Acceleration (m/s²)","30_2: Time (s)","30_2: Force (N)","30_2: GateState","30_2: Distance (m)","30_2: Velocity (m/s)","30_2: Acceleration (m/s²)","30_3: Time (s)","30_3: Force (N)","30_3: GateState","30_3: Distance (m)","30_3: Velocity (m/s)","30_3: Acceleration (m/s²)","30_4: Time (s)","30_4: Force (N)","30_4: GateState","30_4: Distance (m)","30_4: Velocity (m/s)","30_4: Acceleration (m/s²)","40_1: Time (s)","40_1: Force (N)","40_1: GateState","40_1: Distance (m)","40_1: Velocity (m/s)","40_1: Acceleration (m/s²)","40_2: Time (s)","40_2: Force (N)","40_2: GateState","40_2: Distance (m)","40_2: Velocity (m/s)","40_2: Acceleration (m/s²)","40_3: Time (s)","40_3: Force (N)","40_3: GateState","40_3: Distance (m)","40_3: Velocity (m/s)","40_3: Acceleration (m/s²)","40_4: Time (s)","40_4: Force (N)","40_4: GateState","40_4: Distance (m)","40_4: Velocity (m/s)","40_4: Acceleration (m/s²)","50_1: Time (s)","50_1: Force (N)","50_1: GateState","50_1: Distance (m)","50_1: Velocity (m/s)","50_1: Acceleration (m/s²)","50_2: Time (s)","50_2: Force (N)","50_2: GateState","50_2: Distance (m)","50_2: Velocity (m/s)","50_2: Acceleration (m/s²)","50_3: Time (s)","50_3: Force (N)","50_3: GateState","50_3: Distance (m)","50_3: Velocity (m/s)","50_3: Acceleration (m/s²)","50_4: Time (s)","50_4: Force (N)","50_4: GateState","50_4: Distance (m)","50_4: Velocity (m/s)","50_4: Acceleration (m/s²)"
1.770963,,0,,,,1.76,0.0419702267391,,,,,1.829353,,1,0.11,0.189324654827,0.126904653723,1.76,0.0356350981747,,,,,1.782255,,1,0.12,,,1.76,0.0922553097189,,,,,1.76,0.0795850525901,,,,,1.76,0.0985904382833,,,,,1.76,0.0859201811545,,,,,1.76,0.117199878441,,,,,1.76,0.104529621312,,,,,1.76,0.0795850525901,,,,,1.76,0.148875521263,,,,,1.76,0.142540392699,,,,,1.76,0.155210649827,,,,,1.76,0.155210649827,,,,,1.76,0.186490347114,,,,,1.76,0.173820089985,,,,,1.76,0.167484961421,,,,,1.76,0.18015521855,,,,
1.78,0.0356350981747,,,,,1.78,0.0356350981747,,,,,1.84,0.0292999696103,,,,,1.78,0.0419702267391,,,,,1.797044,,0,,,,1.78,0.0732499240257,,,,,1.78,0.199160604243,,,,,1.78,0.0985904382833,,,,,1.78,0.0985904382833,,,,,1.78,0.0985904382833,,,,,1.78,0.12987013557,,,,,1.78,0.0859201811545,,,,,1.78,0.136205264134,,,,,1.78,0.136205264134,,,,,1.78,0.148875521263,,,,,1.78,0.155210649827,,,,,1.78,0.186490347114,,,,,1.78,0.173820089985,,,,,1.78,0.186490347114,,,,,1.78,0.173820089985,,,,
1.8,0.0292999696103,,,,,1.8,0.0356350981747,,,,,1.85401,,0,,,,1.8,0.0479094097682,,,,,1.8,0.0795850525901,,,,,1.8,0.0795850525901,,,,,1.8,0.136205264134,,,,,1.8,0.0922553097189,,,,,1.8,0.123535007006,,,,,1.8,0.0985904382833,,,,,1.8,0.0859201811545,,,,,1.8,0.12987013557,,,,,1.8,0.136205264134,,,,,1.8,0.136205264134,,,,,1.8,0.148875521263,,,,,1.8,0.148875521263,,,,,1.8,0.173820089985,,,,,1.8,0.173820089985,,,,,1.8,0.205495732807,,,,,1.8,0.167484961421,,,,
1.82,0.0419702267391,,,,,1.82,0.0356350981747,,,,,1.86,0.0479094097682,,,,,1.82,0.0479094097682,,,,,1.82,0.0859201811545,,,,,1.82,0.0859201811545,,,,,1.82,0.060579666897,,,,,1.82,0.104529621312,,,,,1.82,0.123535007006,,,,,1.82,0.104529621312,,,,,1.82,0.104529621312,,,,,1.82,0.148875521263,,,,,1.82,0.136205264134,,,,,1.82,0.142540392699,,,,,1.82,0.155210649827,,,,,1.82,0.155210649827,,,,,1.82,0.18015521855,,,,,1.82,0.186490347114,,,,,1.82,0.23044030153,,,,,1.82,0.167484961421,,,,
1.84,0.0419702267391,,,,,1.84,0.0419702267391,,,,,1.88,0.0479094097682,,,,,1.84,0.0356350981747,,,,,1.84,0.0859201811545,,,,,1.84,0.0795850525901,,,,,1.84,0.0479094097682,,,,,1.84,0.0985904382833,,,,,1.84,0.0795850525901,,,,,1.84,0.0985904382833,,,,,1.84,0.12987013557,,,,,1.84,0.0985904382833,,,,,1.84,0.142540392699,,,,,1.84,0.136205264134,,,,,1.84,0.148875521263,,,,,1.84,0.155210649827,,,,,1.84,0.186490347114,,,,,1.84,0.18015521855,,,,,1.84,0.236775430094,,,,,1.84,0.161545778392,,,,
1.86,0.0356350981747,,,,,1.86,0.0479094097682,,,,,1.881269,,1,0.12,,,1.86,0.0479094097682,,,,,1.86,0.0795850525901,,,,,1.86,0.104529621312,,,,,1.86,0.123535007006,,,,,1.86,0.0859201811545,,,,,1.86,0.110864749877,,,,,1.86,0.104529621312,,,,,1.86,0.0922553097189,,,,,1.86,0.104529621312,,,,,1.86,0.12987013557,,,,,1.86,0.136205264134,,,,,1.86,0.148875521263,,,,,1.86,0.148875521263,,,,,1.86,0.18015521855,,,,,1.86,0.186490347114,,,,,1.86,0.23044030153,,,,,1.86,0.167484961421,,,,
1.88,0.0419702267391,,,,,1.88,0.0479094097682,,,,,1.9,0.0292999696103,,,,,1.88,0.0419702267391,,,,,1.88,0.0795850525901,,,,,1.88,0.123535007006,,,,,1.88,0.110864749877,,,,,1.88,0.0985904382833,,,,,1.88,0.110864749877,,,,,1.88,0.0985904382833,,,,,1.88,0.104529621312,,,,,1.88,0.104529621312,,,,,1.88,0.142540392699,,,,,1.88,0.148875521263,,,,,1.88,0.142540392699,,,,,1.88,0.155210649827,,,,,1.88,0.186490347114,,,,,1.88,0.173820089985,,,,,1.88,0.236775430094,,,,,1.88,0.167484961421,,,,
1.9,0.0356350981747,,,,,1.9,0.0542445383326,,,,,1.905257,,0,,,,1.9,0.0479094097682,,,,,1.9,0.0732499240257,,,,,1.9,0.123535007006,,,,,1.9,0.0732499240257,,,,,1.9,0.0859201811545,,,,,1.9,0.0795850525901,,,,,1.9,0.104529621312,,,,,1.9,0.0985904382833,,,,,1.9,0.104529621312,,,,,1.9,0.136205264134,,,,,1.9,0.136205264134,,,,,1.9,0.148875521263,,,,,1.9,0.142540392699,,,,,1.9,0.173820089985,,,,,1.9,0.18015521855,,,,,1.9,0.23044030153,,,,,1.9,0.173820089985,,,,
1.92,0.0479094097682,,,,,1.92,0.0542445383326,,,,,1.92,0.0479094097682,,,,,1.92,0.0419702267391,,,,,1.92,0.0795850525901,,,,,1.92,0.0922553097189,,,,,1.92,0.0859201811545,,,,,1.92,0.0732499240257,,,,,1.92,0.104529621312,,,,,1.92,0.110864749877,,,,,1.92,0.104529621312,,,,,1.92,0.136205264134,,,,,1.92,0.136205264134,,,,,1.92,0.136205264134,,,,,1.92,0.155210649827,,,,,1.92,0.142540392699,,,,,1.92,0.18015521855,,,,,1.92,0.173820089985,,,,,1.92,0.218165989936,,,,,1.92,0.167484961421,,,,
1.94,0.0419702267391,,,,,1.94,0.0419702267391,,,,,1.94,0.0419702267391,,,,,1.94,0.0356350981747,,,,,1.94,0.0732499240257,,,,,1.94,0.0859201811545,,,,,1.94,0.104529621312,,,,,1.94,0.0795850525901,,,,,1.94,0.110864749877,,,,,1.94,0.104529621312,,,,,1.94,0.0985904382833,,,,,1.94,0.0985904382833,,,,,1.94,0.148875521263,,,,,1.94,0.136205264134,,,,,1.94,0.148875521263,,,,,1.94,0.155210649827,,,,,1.94,0.18015521855,,,,,1.94,0.186490347114,,,,,1.94,0.218165989936,,,,,1.94,0.173820089985,,,,
1.96,0.0419702267391,,,,,1.96,0.0292999696103,,,,,1.96,0.0356350981747,,,,,1.96,0.0419702267391,,,,,1.96,0.0795850525901,,,,,1.96,0.0795850525901,,,,,1.96,0.0859201811545,,,,,1.96,0.0732499240257,,,,,1.96,0.0795850525901,,,,,1.96,0.117199878441,,,,,1.96,0.0985904382833,,,,,1.96,0.0922553097189,,,,,1.96,0.136205264134,,,,,1.96,0.136205264134,,,,,1.96,0.155210649827,,,,,1.96,0.148875521263,,,,,1.96,0.18015521855,,,,,1.96,0.173820089985,,,,,1.96,0.18015521855,,,,,1.96,0.167484961421,,,,
1.98,0.0356350981747,,,,,1.98,0.0419702267391,,,,,1.98,0.0542445383326,,,,,1.98,0.0419702267391,,,,,1.98,0.0922553097189,,,,,1.98,0.060579666897,,,,,1.98,0.0922553097189,,,,,1.98,0.0859201811545,,,,,1.98,0.110864749877,,,,,1.98,0.104529621312,,,,,1.98,0.0922553097189,,,,,1.98,0.148875521263,,,,,1.98,0.148875521263,,,,,1.98,0.136205264134,,,,,1.98,0.155210649827,,,,,1.98,0.148875521263,,,,,1.98,0.186490347114,,,,,1.98,0.186490347114,,,,,1.98,0.173820089985,,,,,1.98,0.167484961421,,,,
2,0.0356350981747,,,,,2,0.0419702267391,,,,,2,0.0292999696103,,,,,2,0.0419702267391,,,,,2,0.0859201811545,,,,,2,0.0669147954613,,,,,2,0.0985904382833,,,,,2,0.0732499240257,,,,,2,0.104529621312,,,,,2,0.104529621312,,,,,2,0.104529621312,,,,,2,0.110864749877,,,,,2,0.142540392699,,,,,2,0.142540392699,,,,,2,0.155210649827,,,,,2,0.148875521263,,,,,2,0.18015521855,,,,,2,0.18015521855,,,,,2,0.161545778392,,,,,2,0.167484961421,,,,
